Dim1	Dim2	Sample
6.013425082454326	-5.726183662961574	TCGA-2K-A9WE-01
1.5516833199630389	3.629062676584618	TCGA-2Z-A9J1-01
-3.7833606638780557	-6.283091497581284	TCGA-2Z-A9J2-01
-6.4206335441033175	9.480659825057268	TCGA-2Z-A9J3-01
5.179919724630178	-0.03214589730150673	TCGA-2Z-A9J5-01
2.3880498830713615	4.5760934273651435	TCGA-2Z-A9J6-01
9.599000534841329	5.854055209476311	TCGA-2Z-A9J7-01
-13.123722824793894	11.418102203474437	TCGA-2Z-A9J8-01
1.1371870849303254	-18.486686099663874	TCGA-2Z-A9J9-01
-0.592678059340013	1.2873059360596446	TCGA-2Z-A9JD-01
9.627581892276414	5.949261917742304	TCGA-2Z-A9JE-01
4.895866682930701	13.251762235952643	TCGA-2Z-A9JG-01
11.619745310368696	-6.889209364174024	TCGA-2Z-A9JI-01
1.0575016493636722	-15.225024146787945	TCGA-2Z-A9JJ-01
-4.2533339492647855	-15.957792265012998	TCGA-2Z-A9JK-01
-8.05585287790865	3.9867661865879502	TCGA-2Z-A9JL-01
-2.495266747915633	3.957120370949229	TCGA-2Z-A9JM-01
-1.0412349066283062	-21.593268265510616	TCGA-2Z-A9JN-01
9.478083307515506	-13.755107988194132	TCGA-2Z-A9JO-01
3.6207755093870824	-0.9731302807808442	TCGA-2Z-A9JP-01
8.974261530804585	-0.11056489972063208	TCGA-2Z-A9JQ-01
0.09461459969181435	5.6798208930572684	TCGA-2Z-A9JR-01
-3.7883251960555255	12.108400133703757	TCGA-2Z-A9JS-01
8.687555204721134	-0.32751973157118286	TCGA-2Z-A9JT-01
-11.134267365568737	4.359092971018537	TCGA-4A-A93W-01
-8.33947270457479	-12.20760526948748	TCGA-4A-A93X-01
6.203870853882212	-13.331201061146396	TCGA-4A-A93Y-01
-7.583862034072602	-10.156356754786055	TCGA-5P-A9JU-01
-3.8504005386864537	-15.998856461019322	TCGA-5P-A9JV-01
2.692285308992102	-0.5161663423427529	TCGA-5P-A9JW-01
-6.605177194998907	14.776589362127831	TCGA-5P-A9JY-01
7.064939513585759	11.963061283959942	TCGA-5P-A9JZ-01
0.9381312379349095	-0.24909847278886801	TCGA-5P-A9K0-01
-8.15880563738057	15.883933483452559	TCGA-5P-A9K2-01
-8.000751566226587	-12.505126551353534	TCGA-5P-A9K3-01
-6.126517311444615	8.130410505458718	TCGA-5P-A9K4-01
-2.9479763355256057	1.1570873945477413	TCGA-5P-A9K6-01
-1.7441809949303324	-23.01970707803271	TCGA-5P-A9K8-01
11.51705071394427	-7.859239888135981	TCGA-5P-A9K9-01
-7.988724080865993	3.388343772059193	TCGA-5P-A9KA-01
-11.871152150671696	-8.283501977511612	TCGA-5P-A9KC-01
2.172893398071252	-1.156230765492406	TCGA-5P-A9KE-01
-6.8020171062505375	14.385786987110706	TCGA-5P-A9KF-01
0.8207831163891796	-23.583606543731847	TCGA-5P-A9KH-01
-14.80896419340084	4.5540426505975695	TCGA-A4-7286-01
5.070830428883427	-20.335559184961458	TCGA-A4-7287-01
1.179253374176733	13.15799975733035	TCGA-A4-7288-01
0.9624612031262031	18.08112271371287	TCGA-A4-7583-01
0.20479586011970247	0.6772565326287467	TCGA-A4-7584-01
-0.41062161046542917	-8.901616466915256	TCGA-A4-7585-01
-3.2585895074332574	5.538027568331978	TCGA-A4-7732-01
-7.5497776598738575	-0.15847877548826209	TCGA-A4-7734-01
1.1632479989279942	-18.435855856899465	TCGA-A4-7828-01
8.84613264992739	-24.201459805270527	TCGA-A4-7915-01
0.8776325008346921	11.311714341901078	TCGA-A4-7996-01
-7.049223236492149	7.425392405669759	TCGA-A4-7997-01
8.651919791847865	-4.674963011673818	TCGA-A4-8098-01
5.127171956628146	12.639393413104528	TCGA-A4-8310-01
-4.444513982091106	13.435013648128397	TCGA-A4-8311-01
-1.1956732059410433	-21.96411699237652	TCGA-A4-8312-01
-1.4619133474645236	11.529799035848278	TCGA-A4-8515-01
2.4762850139556964	5.35214608415192	TCGA-A4-8516-01
0.31804207198738726	0.12085159059077354	TCGA-A4-8517-01
-1.019259898104978	-7.638667875164365	TCGA-A4-8518-01
-0.9868891633980479	12.100385018340345	TCGA-A4-8630-01
-0.26316620397291546	-5.617985669623392	TCGA-A4-A48D-01
-0.31119373338749784	8.793442946927245	TCGA-A4-A4ZT-01
-5.1025691770535495	-11.19510906900269	TCGA-A4-A57E-01
4.6882988509640455	5.8898396007778775	TCGA-A4-A5DU-01
2.2960540389314272	11.976958486038287	TCGA-A4-A5XZ-01
6.971362022227342	12.843312468268431	TCGA-A4-A5Y0-01
13.100886965550407	-3.423161453255372	TCGA-A4-A5Y1-01
8.245343905726054	1.4310868988727212	TCGA-A4-A6HP-01
0.5877982633201262	4.301103135518755	TCGA-A4-A772-01
-11.102142239281193	1.9419651563323965	TCGA-A4-A7UZ-01
12.573671499381188	-4.307504547955463	TCGA-AL-3466-01
8.962192122976475	9.539570232431013	TCGA-AL-3467-01
3.053707411478062	5.931012655038649	TCGA-AL-3468-01
-6.547969232355604	13.031928408545475	TCGA-AL-3471-01
-11.402209999292813	6.54292672307827	TCGA-AL-3472-01
-5.272650886016064	-16.235635506655374	TCGA-AL-3473-01
4.323615589597723	-6.523712058478138	TCGA-AL-7173-01
12.858162395170032	-6.362036042396437	TCGA-AL-A5DJ-01
-5.958932147662641	11.39491432412717	TCGA-AT-A5NU-01
1.0378583508992092	-5.739660715312748	TCGA-B1-5398-01
3.164326141325997	9.870619711233422	TCGA-B1-7332-01
